SALESDOCUMENT,SALESOFFICE,SALESGROUP,CUSTOMERPAYMENTTERMS,SHIPPINGCONDITION,SALESDOCUMENTTYPE,SALESORGANIZATION,DISTRIBUTIONCHANNEL,ORGANIZATIONDIVISION,BILLINGCOMPANYCODE,TRANSACTIONCURRENCY,CREATIONDATE,CREATIONTIME,HEADERINCOTERMSCLASSIFICATION,SALESDOCUMENTITEM,PLANT,SHIPPINGPOINT,SALESDOCUMENTITEMCATEGORY,PRODUCT,SOLDTOPARTY,SHIPTOPARTY,BILLTOPARTY,PAYERPARTY,ITEMINCOTERMSCLASSIFICATION,ADDRESSID_SOLDTOPARTY,ADDRESSID_BILLTOPARTY,ADDRESSID_PAYERPARTY,ADDRESSID_SHIPTOPARTY
1984915,10,419,42,1,TA,10,10,10,D011,EUR,02-01-2018,15:03:44,DDP,110,1,1,TANN,3166000468,1243929967,6710885519,1243929967,1243929967,DDP,3001129625,3001129625,3001129625,3000206366
1984915,10,419,42,1,TA,10,10,10,D011,EUR,02-01-2018,15:03:44,DDP,120,1,1,TANN,5169152049,1243929967,6710885519,1243929967,1243929967,DDP,3001129625,3001129625,3001129625,3000206366
1984915,10,419,42,1,TA,10,10,10,D011,EUR,02-01-2018,15:03:44,DDP,130,1,1,TANN,2241044931,1243929967,6710885519,1243929967,1243929967,DDP,3001129625,3001129625,3001129625,3000206366
1984915,10,419,42,1,TA,10,10,10,D011,EUR,02-01-2018,15:03:44,DDP,140,1,1,TANN,5377165965,1243929967,6710885519,1243929967,1243929967,DDP,3001129625,3001129625,3001129625,3000206366
1984915,10,419,42,1,TA,10,10,10,D011,EUR,02-01-2018,15:03:44,DDP,150,1,1,TANN,4668212164,1243929967,6710885519,1243929967,1243929967,DDP,3001129625,3001129625,3001129625,3000206366
1984915,10,419,42,1,TA,10,10,10,D011,EUR,02-01-2018,15:03:44,DDP,160,1,1,TANN,7794973916,1243929967,6710885519,1243929967,1243929967,DDP,3001129625,3001129625,3001129625,3000206366
1984915,10,419,42,1,TA,10,10,10,D011,EUR,02-01-2018,15:03:44,DDP,170,1,1,TANN,3756206960,1243929967,6710885519,1243929967,1243929967,DDP,3001129625,3001129625,3001129625,3000206366
1984916,10,419,D1,1,TA,10,10,10,D011,EUR,02-01-2018,15:08:21,DDP,10,1,1,TAN,7847900,3372081113,6640314471,3372081113,3372081113,DDP,3000208685,3000208685,3000208685,3000213065
1984916,10,419,D1,1,TA,10,10,10,D011,EUR,02-01-2018,15:08:21,DDP,20,1,1,ZTCH,7847900,3372081113,6640314471,3372081113,3372081113,DDP,3000208685,3000208685,3000208685,3000213065
1984917,10,282,32,13,TA,700,10,10,PL10,EUR,02-01-2018,15:07:52,DAP,10,700,700,TAN,9747789108,3775792943,2071576259,3775792943,3775792943,DAP,3000517013,3000517013,3000517013,3000473775
1984918,10,794,32,12,TA,2000,10,10,PL20,PLN,02-01-2018,11:46:56,DDP,10,2000,2000,TAN,1996405584,888119702,888119702,888119702,888119702,DDP,3000475257,3000475257,3000475257,3000475257
1984919,10,789,33,1,TA,10,10,10,D011,EUR,02-01-2018,15:08:28,DAP,10,1,1,TAN,5947134018,4150938890,5974139190,4150938890,4150938890,DAP,3000548032,3000548032,3000548032,3000601148
1984919,10,789,33,1,TA,10,10,10,D011,EUR,02-01-2018,15:08:28,DAP,20,1,1,ZTCH,5947134018,4150938890,5974139190,4150938890,4150938890,DAP,3000548032,3000548032,3000548032,3000601148
1984919,10,789,33,1,TA,10,10,10,D011,EUR,02-01-2018,15:08:28,DAP,30,1,1,TAN,9936425648,4150938890,5974139190,4150938890,4150938890,DAP,3000548032,3000548032,3000548032,3000601148
1984919,10,789,33,1,TA,10,10,10,D011,EUR,02-01-2018,15:08:28,DAP,40,1,1,ZTCH,9936425648,4150938890,5974139190,4150938890,4150938890,DAP,3000548032,3000548032,3000548032,3000601148
1984920,10,328,591,1,TA,10,10,10,D011,EUR,02-01-2018,15:11:09,DDP,10,1,1,TAN,4737279315,3834268042,3834268042,5229307829,3834268042,DDP,3000207715,3000434914,3000207715,3000207715
1984920,10,328,591,1,TA,10,10,10,D011,EUR,02-01-2018,15:11:09,DDP,20,1,1,TAN,5835031393,3834268042,3834268042,5229307829,3834268042,DDP,3000207715,3000434914,3000207715,3000207715
1984921,10,419,1,98,ZMUN,10,10,10,D011,EUR,02-01-2018,15:14:05,DDP,10,1,MUST,ZMUK,3223819703,4081585965,4081585965,4081585965,4081585965,DDP,3000208220,3000208220,3000208220,3000208220
1984921,10,419,1,98,ZMUN,10,10,10,D011,EUR,02-01-2018,15:14:05,DDP,11,1,MUST,ZMUP,3941444977,4081585965,4081585965,4081585965,4081585965,DDP,3000208220,3000208220,3000208220,3000208220
1984921,10,419,1,98,ZMUN,10,10,10,D011,EUR,02-01-2018,15:14:05,DDP,12,1,MUST,ZMUP,1171922219,4081585965,4081585965,4081585965,4081585965,DDP,3000208220,3000208220,3000208220,3000208220
1984921,10,419,1,98,ZMUN,10,10,10,D011,EUR,02-01-2018,15:14:05,DDP,13,1,MUST,ZMUP,4132305399,4081585965,4081585965,4081585965,4081585965,DDP,3000208220,3000208220,3000208220,3000208220
1984921,10,419,1,98,ZMUN,10,10,10,D011,EUR,02-01-2018,15:14:05,DDP,14,1,MUST,ZMUP,3755243785,4081585965,4081585965,4081585965,4081585965,DDP,3000208220,3000208220,3000208220,3000208220
1984921,10,419,1,98,ZMUN,10,10,10,D011,EUR,02-01-2018,15:14:05,DDP,15,1,MUST,ZMUP,6490267983,4081585965,4081585965,4081585965,4081585965,DDP,3000208220,3000208220,3000208220,3000208220
1984922,10,328,591,1,TA,10,10,10,D011,EUR,02-01-2018,15:14:54,DDP,10,1,1,TAN,9384551256,3834268042,3834268042,5229307829,3834268042,DDP,3000207715,3000434914,3000207715,3000207715
1984922,10,328,591,1,TA,10,10,10,D011,EUR,02-01-2018,15:14:54,DDP,20,1,1,TAN,9831975436,3834268042,3834268042,5229307829,3834268042,DDP,3000207715,3000434914,3000207715,3000207715
1984923,10,328,591,1,TA,10,10,10,D011,EUR,02-01-2018,15:17:08,DDP,10,1,1,TAN,9015903040,3834268042,3834268042,5229307829,3834268042,DDP,3000207715,3000434914,3000207715,3000207715
1984924,10,706,33,13,TA,4200,10,10,DK20,DKK,02-01-2018,15:17:37,DDP,10,4200,4200,TAN,3783049267,5613770852,5613770852,5613770852,5613770852,DDP,3000215013,3000215013,3000215013,3000215013
1984925,10,250,70,1,TA,10,10,10,D011,EUR,02-01-2018,15:12:57,DDP,10,1,1,TAN,7130424232,8349353204,8349353204,8349353204,8349353204,DDP,3000953562,3000953562,3000953562,3000953562
1984925,10,250,70,1,TA,10,10,10,D011,EUR,02-01-2018,15:12:57,DDP,20,1,1,ZTCH,7130424232,8349353204,8349353204,8349353204,8349353204,DDP,3000953562,3000953562,3000953562,3000953562
1984925,10,250,70,1,TA,10,10,10,D011,EUR,02-01-2018,15:12:57,DDP,30,1,1,TAN,6996429530,8349353204,8349353204,8349353204,8349353204,DDP,3000953562,3000953562,3000953562,3000953562
1984925,10,250,70,1,TA,10,10,10,D011,EUR,02-01-2018,15:12:57,DDP,40,1,1,ZTCH,6996429530,8349353204,8349353204,8349353204,8349353204,DDP,3000953562,3000953562,3000953562,3000953562
1984925,10,250,70,1,TA,10,10,10,D011,EUR,02-01-2018,15:12:57,DDP,50,1,1,TAN,9266649443,8349353204,8349353204,8349353204,8349353204,DDP,3000953562,3000953562,3000953562,3000953562
1984925,10,250,70,1,TA,10,10,10,D011,EUR,02-01-2018,15:12:57,DDP,60,1,1,ZTCH,9266649443,8349353204,8349353204,8349353204,8349353204,DDP,3000953562,3000953562,3000953562,3000953562
1984925,10,250,70,1,TA,10,10,10,D011,EUR,02-01-2018,15:12:57,DDP,70,1,1,TAN,9605769808,8349353204,8349353204,8349353204,8349353204,DDP,3000953562,3000953562,3000953562,3000953562
1984925,10,250,70,1,TA,10,10,10,D011,EUR,02-01-2018,15:12:57,DDP,80,1,1,ZTCH,9605769808,8349353204,8349353204,8349353204,8349353204,DDP,3000953562,3000953562,3000953562,3000953562
1984926,10,328,591,1,TA,10,10,10,D011,EUR,02-01-2018,15:18:32,DDP,10,1,1,TAN,4737279315,3834268042,3834268042,5229307829,3834268042,DDP,3000207715,3000434914,3000207715,3000207715
1984926,10,328,591,1,TA,10,10,10,D011,EUR,02-01-2018,15:18:32,DDP,20,1,1,TAN,5835031393,3834268042,3834268042,5229307829,3834268042,DDP,3000207715,3000434914,3000207715,3000207715
1984926,10,328,591,1,TA,10,10,10,D011,EUR,02-01-2018,15:18:32,DDP,30,1,1,TAN,3432924780,3834268042,3834268042,5229307829,3834268042,DDP,3000207715,3000434914,3000207715,3000207715
1984927,10,421,228,1,TA,10,10,10,D011,EUR,02-01-2018,15:20:39,DDP,10,1,1,TAN,175073146,3678953698,1440723569,3678953698,3678953698,DDP,3000454869,3000454869,3000454869,3000470580
1984928,10,328,591,1,TA,10,10,10,D011,EUR,02-01-2018,15:21:58,DDP,10,1,1,TAN,9015903040,3834268042,3834268042,5229307829,3834268042,DDP,3000207715,3000434914,3000207715,3000207715
1984929,10,796,32,99,ZMUN,10,10,10,D011,EUR,02-01-2018,15:09:40,DDP,10,1,MUST,ZMUK,9513662069,1250805129,851548071,1250805129,1250805129,DDP,3000518484,3000518484,3000518484,3000208064
1984930,10,341,3,13,TA,4200,10,10,DK20,SEK,02-01-2018,15:25:23,DDP,40,4200,4200,TAN,166521837,8686364201,7521123098,8686364201,8686364201,DDP,3000215296,3000215296,3000215296,3000609005
1984930,10,341,3,13,TA,4200,10,10,DK20,SEK,02-01-2018,15:25:23,DDP,90,4200,4200,TAN,4542573839,8686364201,7521123098,8686364201,8686364201,DDP,3000215296,3000215296,3000215296,3000609005
1984930,10,341,3,13,TA,4200,10,10,DK20,SEK,02-01-2018,15:25:23,DDP,120,4200,4200,TAN,838481089,8686364201,7521123098,8686364201,8686364201,DDP,3000215296,3000215296,3000215296,3000609005
1984930,10,341,3,13,TA,4200,10,10,DK20,SEK,02-01-2018,15:25:23,DDP,170,4200,4200,TAN,4750794382,8686364201,7521123098,8686364201,8686364201,DDP,3000215296,3000215296,3000215296,3000609005
1984930,10,341,3,13,TA,4200,10,10,DK20,SEK,02-01-2018,15:25:23,DDP,250,4200,4200,TAN,9366378517,8686364201,7521123098,8686364201,8686364201,DDP,3000215296,3000215296,3000215296,3000609005
1984930,10,341,3,13,TA,4200,10,10,DK20,SEK,02-01-2018,15:25:23,DDP,260,4200,4200,TAN,8056330672,8686364201,7521123098,8686364201,8686364201,DDP,3000215296,3000215296,3000215296,3000609005
1984930,10,341,3,13,TA,4200,10,10,DK20,SEK,02-01-2018,15:25:23,DDP,310,4200,4200,TAN,8782214129,8686364201,7521123098,8686364201,8686364201,DDP,3000215296,3000215296,3000215296,3000609005
1984930,10,341,3,13,TA,4200,10,10,DK20,SEK,02-01-2018,15:25:23,DDP,340,4200,4200,TAN,196211707,8686364201,7521123098,8686364201,8686364201,DDP,3000215296,3000215296,3000215296,3000609005
1984931,10,668,3,1,TA,4600,10,10,US30,USD,02-01-2018,14:57:45,DDP,10,4600,4600,TAN,5043160763,7054915132,1871381779,7054915132,7054915132,DDP,3000592205,3000592205,3000592205,3000595165
1984932,10,991,3,1,TA,10,10,10,D011,EUR,02-01-2018,15:22:47,DDP,10,1,1,TAN,6993413442,2411985937,2411985937,2411985937,2411985937,DDP,3000208174,3000208174,3000208174,3000208174
1984933,10,364,95,1,TA,300,10,10,NL30,EUR,02-01-2018,15:22:45,CIP,10,310,300,TAN,5499179045,1647117291,6583078684,1647117291,1647117291,CIP,3000384742,3000384742,3000384742,3000219597
1984933,10,364,95,1,TA,300,10,10,NL30,EUR,02-01-2018,15:22:45,CIP,20,310,300,ZTCH,5499179045,1647117291,6583078684,1647117291,1647117291,CIP,3000384742,3000384742,3000384742,3000219597
1984934,10,991,3,1,TA,1300,10,10,D015,EUR,02-01-2018,15:27:46,DDP,10,1300,1300,TAN,9054572159,2411985937,2411985937,2411985937,2411985937,DDP,3000208174,3000208174,3000208174,3000208174
1984937,10,266,42,96,ZMUN,2000,10,10,PL20,EUR,02-01-2018,15:28:11,DDP,10,2000,2002,ZMUK,8841608387,623522596,623522596,623522596,623522596,DDP,3000320364,3000320364,3000320364,3000320364
1984938,10,420,3,1,TA,1600,10,10,NL80,EUR,02-01-2018,15:30:05,DDP,10,1600,1600,TAN,9484232524,3045044161,3045044161,3045044161,3045044161,DDP,3000223460,3000223460,3000223460,3000223460
1984938,10,420,3,1,TA,1600,10,10,NL80,EUR,02-01-2018,15:30:05,DDP,20,1600,1600,ZTCH,9484232524,3045044161,3045044161,3045044161,3045044161,DDP,3000223460,3000223460,3000223460,3000223460
1984939,10,520,3,99,ZMUN,5900,10,10,D060,EUR,02-01-2018,15:31:22,DDP,10,5900,5902,ZMUK,2113484250,7647270179,9352794312,7647270179,7647270179,DDP,3000595011,3000595011,3000595011,3000208984
1984940,10,311,40,1,TA,10,10,10,D011,EUR,02-01-2018,15:18:05,DDP,10,1,1,TAN,1840729698,6349332874,6349332874,6349332874,6349332874,DDP,3000214989,3000214989,3000214989,3000214989
1984941,10,974,EV23,99,ZMUN,10,10,10,D011,EUR,02-01-2018,15:32:41,DDP,10,1,MUST,ZMUK,7677647477,2454602776,4307040617,2454602776,2454602776,DDP,3000213290,3000213290,3000213290,3000898307
1984943,10,974,EV23,98,ZMUN,10,10,10,D011,EUR,02-01-2018,15:35:11,DDP,10,1,MUST,ZMUK,7677647477,2454602776,2454602776,2454602776,2454602776,DDP,3000213290,3000213290,3000213290,3000213290
1984944,10,328,591,1,TA,10,10,10,D011,EUR,02-01-2018,15:36:05,DDP,10,1,1,TAN,5782135345,3834268042,3834268042,5229307829,3834268042,DDP,3000207715,3000434914,3000207715,3000207715
1984945,10,789,32,99,ZMUN,10,10,10,D011,EUR,02-01-2018,15:38:15,DDP,10,1,MUST,ZMUK,1197954838,6259385027,6259385027,6259385027,6259385027,DDP,3000647261,3000647261,3000647261,3000647261
1984945,10,789,32,99,ZMUN,10,10,10,D011,EUR,02-01-2018,15:38:15,DDP,20,1,MUST,ZMUK,4651591963,6259385027,6259385027,6259385027,6259385027,DDP,3000647261,3000647261,3000647261,3000647261
1984945,10,789,32,99,ZMUN,10,10,10,D011,EUR,02-01-2018,15:38:15,DDP,30,1,MUST,ZMUK,3150330578,6259385027,6259385027,6259385027,6259385027,DDP,3000647261,3000647261,3000647261,3000647261
1984945,10,789,32,99,ZMUN,10,10,10,D011,EUR,02-01-2018,15:38:15,DDP,40,1,MUST,ZMUK,792833665,6259385027,6259385027,6259385027,6259385027,DDP,3000647261,3000647261,3000647261,3000647261
1984945,10,789,32,99,ZMUN,10,10,10,D011,EUR,02-01-2018,15:38:15,DDP,50,1,MUST,ZMUK,6293129717,6259385027,6259385027,6259385027,6259385027,DDP,3000647261,3000647261,3000647261,3000647261
1984945,10,789,32,99,ZMUN,10,10,10,D011,EUR,02-01-2018,15:38:15,DDP,60,1,MUST,ZMUK,4437422080,6259385027,6259385027,6259385027,6259385027,DDP,3000647261,3000647261,3000647261,3000647261
1984945,10,789,32,99,ZMUN,10,10,10,D011,EUR,02-01-2018,15:38:15,DDP,70,1,MUST,ZMUK,97743634,6259385027,6259385027,6259385027,6259385027,DDP,3000647261,3000647261,3000647261,3000647261
1984946,10,548,33,1,TA,10,10,10,D011,EUR,02-01-2018,15:41:16,DDP,10,1,1,TAN,3528246238,7800747996,7800747996,9657134080,9657134080,DDP,3000207305,3000447143,3000447143,3000207305
1984946,10,548,33,1,TA,10,10,10,D011,EUR,02-01-2018,15:41:16,DDP,20,1,1,ZTCH,3528246238,7800747996,7800747996,9657134080,9657134080,DDP,3000207305,3000447143,3000447143,3000207305
1984947,10,205,203,1,TA,10,10,10,D011,EUR,02-01-2018,15:40:31,DDP,10,1,1,TAN,2405382206,7378287125,7378287125,7378287125,7378287125,DDP,3000206711,3000206711,3000206711,3000206711
1984948,10,789,32,99,ZMUN,10,10,10,D011,EUR,02-01-2018,15:40:59,DDP,10,1,MUST,ZMUK,3099027842,6259385027,6259385027,6259385027,6259385027,DDP,3000647261,3000647261,3000647261,3000647261
1984948,10,789,32,99,ZMUN,10,10,10,D011,EUR,02-01-2018,15:40:59,DDP,20,1,MUST,ZMUK,9991605832,6259385027,6259385027,6259385027,6259385027,DDP,3000647261,3000647261,3000647261,3000647261
1984949,10,548,33,1,TA,10,10,10,D011,EUR,02-01-2018,15:41:51,DDP,10,1,1,TAN,364292625,7800747996,7800747996,9657134080,9657134080,DDP,3000207305,3000447143,3000447143,3000207305
1984949,10,548,33,1,TA,10,10,10,D011,EUR,02-01-2018,15:41:51,DDP,20,1,1,ZTCH,364292625,7800747996,7800747996,9657134080,9657134080,DDP,3000207305,3000447143,3000447143,3000207305
1984950,10,520,95,96,ZMUN,10,10,10,D011,EUR,02-01-2018,15:38:54,DDP,10,1,MUST,ZMUK,4567155796,7647270179,9352794312,7647270179,7647270179,DDP,3000595011,3000595011,3000595011,3000208984
1984950,10,520,95,96,ZMUN,10,10,10,D011,EUR,02-01-2018,15:38:54,DDP,11,1,MUST,ZMUP,1183381524,7647270179,9352794312,7647270179,7647270179,DDP,3000595011,3000595011,3000595011,3000208984
1984950,10,520,95,96,ZMUN,10,10,10,D011,EUR,02-01-2018,15:38:54,DDP,12,1,MUST,ZMUP,7876477930,7647270179,9352794312,7647270179,7647270179,DDP,3000595011,3000595011,3000595011,3000208984
1984950,10,520,95,96,ZMUN,10,10,10,D011,EUR,02-01-2018,15:38:54,DDP,13,1,MUST,ZMUP,2391909785,7647270179,9352794312,7647270179,7647270179,DDP,3000595011,3000595011,3000595011,3000208984
1984950,10,520,95,96,ZMUN,10,10,10,D011,EUR,02-01-2018,15:38:54,DDP,14,1,MUST,ZMUP,4880097256,7647270179,9352794312,7647270179,7647270179,DDP,3000595011,3000595011,3000595011,3000208984
1984950,10,520,95,96,ZMUN,10,10,10,D011,EUR,02-01-2018,15:38:54,DDP,15,1,MUST,ZMUP,325860014,7647270179,9352794312,7647270179,7647270179,DDP,3000595011,3000595011,3000595011,3000208984
1984950,10,520,95,96,ZMUN,10,10,10,D011,EUR,02-01-2018,15:38:54,DDP,16,1,MUST,ZMUP,8491060455,7647270179,9352794312,7647270179,7647270179,DDP,3000595011,3000595011,3000595011,3000208984
1984950,10,520,95,96,ZMUN,10,10,10,D011,EUR,02-01-2018,15:38:54,DDP,20,1,MUST,ZMUK,1108104388,7647270179,9352794312,7647270179,7647270179,DDP,3000595011,3000595011,3000595011,3000208984
1984950,10,520,95,96,ZMUN,10,10,10,D011,EUR,02-01-2018,15:38:54,DDP,21,1,MUST,ZMUP,1183381524,7647270179,9352794312,7647270179,7647270179,DDP,3000595011,3000595011,3000595011,3000208984
1984950,10,520,95,96,ZMUN,10,10,10,D011,EUR,02-01-2018,15:38:54,DDP,22,1,MUST,ZMUP,4781863955,7647270179,9352794312,7647270179,7647270179,DDP,3000595011,3000595011,3000595011,3000208984
1984950,10,520,95,96,ZMUN,10,10,10,D011,EUR,02-01-2018,15:38:54,DDP,23,1,MUST,ZMUP,7424133415,7647270179,9352794312,7647270179,7647270179,DDP,3000595011,3000595011,3000595011,3000208984
1984950,10,520,95,96,ZMUN,10,10,10,D011,EUR,02-01-2018,15:38:54,DDP,24,1,MUST,ZMUP,513309244,7647270179,9352794312,7647270179,7647270179,DDP,3000595011,3000595011,3000595011,3000208984
1984950,10,520,95,96,ZMUN,10,10,10,D011,EUR,02-01-2018,15:38:54,DDP,25,1,MUST,ZMUP,1686134615,7647270179,9352794312,7647270179,7647270179,DDP,3000595011,3000595011,3000595011,3000208984
1984950,10,520,95,96,ZMUN,10,10,10,D011,EUR,02-01-2018,15:38:54,DDP,30,1,MUST,ZMUK,777234120,7647270179,9352794312,7647270179,7647270179,DDP,3000595011,3000595011,3000595011,3000208984
1984950,10,520,95,96,ZMUN,10,10,10,D011,EUR,02-01-2018,15:38:54,DDP,31,1,MUST,ZMUP,1951361101,7647270179,9352794312,7647270179,7647270179,DDP,3000595011,3000595011,3000595011,3000208984
1984950,10,520,95,96,ZMUN,10,10,10,D011,EUR,02-01-2018,15:38:54,DDP,32,1,MUST,ZMUP,1397989125,7647270179,9352794312,7647270179,7647270179,DDP,3000595011,3000595011,3000595011,3000208984
1984950,10,520,95,96,ZMUN,10,10,10,D011,EUR,02-01-2018,15:38:54,DDP,33,1,MUST,ZMUP,4026680959,7647270179,9352794312,7647270179,7647270179,DDP,3000595011,3000595011,3000595011,3000208984
1984950,10,520,95,96,ZMUN,10,10,10,D011,EUR,02-01-2018,15:38:54,DDP,34,1,MUST,ZMUP,5200544042,7647270179,9352794312,7647270179,7647270179,DDP,3000595011,3000595011,3000595011,3000208984
1984950,10,520,95,96,ZMUN,10,10,10,D011,EUR,02-01-2018,15:38:54,DDP,35,1,MUST,ZMUP,3730580997,7647270179,9352794312,7647270179,7647270179,DDP,3000595011,3000595011,3000595011,3000208984
1984951,10,464,95,5,TA,300,10,10,NL30,EUR,02-01-2018,15:40:11,FCA,10,310,301,TAN,6544099127,5770203911,5770203911,5770203911,5770203911,FCA,3000208550,3000208550,3000208550,3000208550
1984952,10,H10,32,98,ZMUN,10,10,10,D011,EUR,02-01-2018,15:37:31,DAP,10,1,MUST,ZMUK,9273335446,1992930852,8277524028,1992930852,1992930852,DAP,3000493760,3000493760,3000493760,3000207885
1984952,10,H10,32,98,ZMUN,10,10,10,D011,EUR,02-01-2018,15:37:31,DAP,11,1,MUST,ZMUP,614010011,1992930852,8277524028,1992930852,1992930852,DAP,3000493760,3000493760,3000493760,3000207885
1984952,10,H10,32,98,ZMUN,10,10,10,D011,EUR,02-01-2018,15:37:31,DAP,12,1,MUST,ZMUP,5612736493,1992930852,8277524028,1992930852,1992930852,DAP,3000493760,3000493760,3000493760,3000207885
1984952,10,H10,32,98,ZMUN,10,10,10,D011,EUR,02-01-2018,15:37:31,DAP,13,1,MUST,ZMUP,658281917,1992930852,8277524028,1992930852,1992930852,DAP,3000493760,3000493760,3000493760,3000207885
1984952,10,H10,32,98,ZMUN,10,10,10,D011,EUR,02-01-2018,15:37:31,DAP,14,1,MUST,ZMUP,4103333157,1992930852,8277524028,1992930852,1992930852,DAP,3000493760,3000493760,3000493760,3000207885
1984952,10,H10,32,98,ZMUN,10,10,10,D011,EUR,02-01-2018,15:37:31,DAP,15,1,MUST,ZMUP,2252579173,1992930852,8277524028,1992930852,1992930852,DAP,3000493760,3000493760,3000493760,3000207885
1984952,10,H10,32,98,ZMUN,10,10,10,D011,EUR,02-01-2018,15:37:31,DAP,16,1,MUST,ZMUP,7842134654,1992930852,8277524028,1992930852,1992930852,DAP,3000493760,3000493760,3000493760,3000207885
1984952,10,H10,32,98,ZMUN,10,10,10,D011,EUR,02-01-2018,15:37:31,DAP,17,1,MUST,ZMUP,6395943628,1992930852,8277524028,1992930852,1992930852,DAP,3000493760,3000493760,3000493760,3000207885
1984952,10,H10,32,98,ZMUN,10,10,10,D011,EUR,02-01-2018,15:37:31,DAP,18,1,MUST,ZMUP,3566057238,1992930852,8277524028,1992930852,1992930852,DAP,3000493760,3000493760,3000493760,3000207885
1984952,10,H10,32,98,ZMUN,10,10,10,D011,EUR,02-01-2018,15:37:31,DAP,19,1,MUST,ZMUP,3508747564,1992930852,8277524028,1992930852,1992930852,DAP,3000493760,3000493760,3000493760,3000207885
1984952,10,H10,32,98,ZMUN,10,10,10,D011,EUR,02-01-2018,15:37:31,DAP,20,1,MUST,ZMUP,2466241916,1992930852,8277524028,1992930852,1992930852,DAP,3000493760,3000493760,3000493760,3000207885
1984952,10,H10,32,98,ZMUN,10,10,10,D011,EUR,02-01-2018,15:37:31,DAP,21,1,MUST,ZMUP,1673859463,1992930852,8277524028,1992930852,1992930852,DAP,3000493760,3000493760,3000493760,3000207885
1984952,10,H10,32,98,ZMUN,10,10,10,D011,EUR,02-01-2018,15:37:31,DAP,22,1,MUST,ZMUP,3411089525,1992930852,8277524028,1992930852,1992930852,DAP,3000493760,3000493760,3000493760,3000207885
1984952,10,H10,32,98,ZMUN,10,10,10,D011,EUR,02-01-2018,15:37:31,DAP,23,1,MUST,ZMUP,5268678379,1992930852,8277524028,1992930852,1992930852,DAP,3000493760,3000493760,3000493760,3000207885
1984952,10,H10,32,98,ZMUN,10,10,10,D011,EUR,02-01-2018,15:37:31,DAP,24,1,MUST,ZMUP,2407604484,1992930852,8277524028,1992930852,1992930852,DAP,3000493760,3000493760,3000493760,3000207885
1984952,10,H10,32,98,ZMUN,10,10,10,D011,EUR,02-01-2018,15:37:31,DAP,25,1,MUST,ZMUP,9728959444,1992930852,8277524028,1992930852,1992930852,DAP,3000493760,3000493760,3000493760,3000207885
1984952,10,H10,32,98,ZMUN,10,10,10,D011,EUR,02-01-2018,15:37:31,DAP,26,1,MUST,ZMUP,3755243785,1992930852,8277524028,1992930852,1992930852,DAP,3000493760,3000493760,3000493760,3000207885
1984952,10,H10,32,98,ZMUN,10,10,10,D011,EUR,02-01-2018,15:37:31,DAP,27,1,MUST,ZMUP,422017490,1992930852,8277524028,1992930852,1992930852,DAP,3000493760,3000493760,3000493760,3000207885
1984952,10,H10,32,98,ZMUN,10,10,10,D011,EUR,02-01-2018,15:37:31,DAP,30,1,MUST,ZMUK,9499139704,1992930852,8277524028,1992930852,1992930852,DAP,3000493760,3000493760,3000493760,3000207885
1984952,10,H10,32,98,ZMUN,10,10,10,D011,EUR,02-01-2018,15:37:31,DAP,31,1,MUST,ZMUP,3977499144,1992930852,8277524028,1992930852,1992930852,DAP,3000493760,3000493760,3000493760,3000207885
1984952,10,H10,32,98,ZMUN,10,10,10,D011,EUR,02-01-2018,15:37:31,DAP,32,1,MUST,ZMUP,6417968433,1992930852,8277524028,1992930852,1992930852,DAP,3000493760,3000493760,3000493760,3000207885
1984952,10,H10,32,98,ZMUN,10,10,10,D011,EUR,02-01-2018,15:37:31,DAP,33,1,MUST,ZMUP,3927588842,1992930852,8277524028,1992930852,1992930852,DAP,3000493760,3000493760,3000493760,3000207885
1984952,10,H10,32,98,ZMUN,10,10,10,D011,EUR,02-01-2018,15:37:31,DAP,34,1,MUST,ZMUP,2252579173,1992930852,8277524028,1992930852,1992930852,DAP,3000493760,3000493760,3000493760,3000207885
1984952,10,H10,32,98,ZMUN,10,10,10,D011,EUR,02-01-2018,15:37:31,DAP,35,1,MUST,ZMUP,7842134654,1992930852,8277524028,1992930852,1992930852,DAP,3000493760,3000493760,3000493760,3000207885
1984952,10,H10,32,98,ZMUN,10,10,10,D011,EUR,02-01-2018,15:37:31,DAP,36,1,MUST,ZMUP,6395943628,1992930852,8277524028,1992930852,1992930852,DAP,3000493760,3000493760,3000493760,3000207885
1984952,10,H10,32,98,ZMUN,10,10,10,D011,EUR,02-01-2018,15:37:31,DAP,37,1,MUST,ZMUP,3566057238,1992930852,8277524028,1992930852,1992930852,DAP,3000493760,3000493760,3000493760,3000207885
1984952,10,H10,32,98,ZMUN,10,10,10,D011,EUR,02-01-2018,15:37:31,DAP,38,1,MUST,ZMUP,3508747564,1992930852,8277524028,1992930852,1992930852,DAP,3000493760,3000493760,3000493760,3000207885
1984952,10,H10,32,98,ZMUN,10,10,10,D011,EUR,02-01-2018,15:37:31,DAP,39,1,MUST,ZMUP,2466241916,1992930852,8277524028,1992930852,1992930852,DAP,3000493760,3000493760,3000493760,3000207885
1984952,10,H10,32,98,ZMUN,10,10,10,D011,EUR,02-01-2018,15:37:31,DAP,40,1,MUST,ZMUP,1673859463,1992930852,8277524028,1992930852,1992930852,DAP,3000493760,3000493760,3000493760,3000207885
